simulation_id,final_value,cagr
0,1323600.6163985385,0.07515307722911113
1,2137679.0294462945,0.09779651386208776
2,1572662.6961964467,0.08324300840157295
3,684125.9786198188,0.04474072666367079
4,1301741.9105347116,0.07437492644253463
5,2686105.4841806623,0.10875105444771904
6,1334713.8677604522,0.07554399797038469
7,1613257.7865550108,0.08444397457487574
8,1422475.5077746257,0.07852605934947587
9,1579313.6860274272,0.08344178802906077
10,1497395.504153597,0.08093567021214887
11,1785122.9659427258,0.08922754198539873
12,1001588.1297439493,0.06220046016258096
13,1932709.7297022329,0.09299594036313197
14,1419408.4602748225,0.07842484857387921
15,2228772.026796232,0.0997901112734203
16,1158251.4018367336,0.06893317935177667
17,1410936.1777918516,0.07814417732391776
18,1448488.7397690876,0.07937618343988828
19,999241.1289240699,0.0620921198942983
20,1189454.4952624047,0.07016936373998872
21,1427559.8549204941,0.07869338090596356
22,1588259.3355584845,0.08370788961822195
23,876781.9761565193,0.056072048296281984
24,1023512.1801016676,0.06320093071740907
25,1404477.4511137253,0.07792912648337125
26,1790179.8465161785,0.08936151509494117
27,1656602.9221776868,0.08569479848894468
28,747362.6379054436,0.048764276600214984
29,1998992.4687145564,0.09459955527686081
30,1790886.8030340273,0.0893802158103143
31,2199940.695368767,0.09916769294578343
32,1506389.9160756364,0.08121716069530849
33,2586145.880041099,0.10692439042152513
34,1789350.252124126,0.08933956129972676
35,1969431.0024489434,0.09389074048972601
36,2374386.3111380707,0.10282052982257328
37,1342523.5419339016,0.0758168534533048
38,1063844.3700785926,0.06498903018170776
39,1279945.878780649,0.07358646103449251
40,1969456.3704788564,0.09389135310723584
41,1792178.3080013343,0.08941436102510947
42,1526370.9221292897,0.08183678004793582
43,1410440.4247219237,0.07812770404545377
44,1274980.8662137196,0.07340505783691476
45,1693354.9234464036,0.0867310762388791
46,1575458.8165110645,0.08332667445958108
47,2204498.5596550554,0.09926660667478404
48,828939.1876317103,0.05349876008890697
49,1140873.653444823,0.06823083647404138
50,2382028.326597719,0.1029746167938339
51,1086697.6139652396,0.06597364020514762
52,1529831.5953100154,0.08194330808568484
53,1364658.8284715316,0.07658204862523244
54,1392681.972642271,0.07753392946469773
55,1811524.682998108,0.08992304893247027
56,1310888.5227301044,0.0747020472656954
57,1895824.5440506886,0.09208062306617126
58,1576162.1019519367,0.08334769594833658
59,1531231.8423656432,0.08198634564860852
60,1048960.3015674767,0.06433682570644517
61,1027666.7414592492,0.06338820493010089
62,1199291.590937726,0.07055265754307438
63,1099003.1849793904,0.06649564030688992
64,1190984.3237772286,0.07022917081960234
65,1190792.9274557293,0.0702216923992749
66,2001198.3619618004,0.09465204468368582
67,1857362.8936954688,0.0911078618835921
68,850033.419376105,0.05465039921472248
69,654153.2481617874,0.04270771446004851
70,1226421.3369257536,0.07159436515660533
71,1865984.1435764828,0.0913275725084024
72,1662267.7133476704,0.08585595065528184
73,980859.3960392594,0.061235080565813726
74,1707952.9847474128,0.08713673157297519
75,1927988.716243959,0.09287972402347688
76,2085871.5616532578,0.09662612859365938
77,1131850.937790777,0.06786212636028854
78,1388869.8545847828,0.07740552305793424
79,1658852.6834159384,0.08575886277776434
80,1280855.012942079,0.07361960451186911
81,959994.6851166086,0.06024345664944675
82,1542893.3216797141,0.08234331403368711
83,1834277.0091580953,0.09051468445702038
84,945791.4527055335,0.05955656519755559
85,976650.1619193839,0.061036666244693505
86,1150106.6533953291,0.06860526351016283
87,1396443.9211907117,0.07766031680645669
88,2275337.5867093448,0.1007792986334588
89,1030719.0956070225,0.06352533429149942
90,1259921.0772619117,0.0728506664789692
91,2038115.4768202282,0.09552237295444166
92,1522174.9167829351,0.08170730636847545
93,1477977.9745385319,0.08032242037912796
94,1957285.5060216228,0.09359656613449086
95,1709782.8865205958,0.0871873473329634
96,803667.7413801713,0.052081573397178005
